topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
MISSING_TOPIC,a4,a2,"It would be an exception if you only watched quiz shows,","According to the weather report it'll be perfect beach weather,",objection,premise,0.0395
MISSING_TOPIC,a2,a4,"the life expectancy is constantly rising,",even if I do have to prepare a presentation for Tuesday.,premise,objection,0.0395
MISSING_TOPIC,a2,a5,Especially the home games have seen the team stay behind expectations.,"and in addition, such a share is not as sensitive as those of other IT companies.",premise,premise,0.0394
MISSING_TOPIC,a1,a2,In a few decades our society will have a disproportionate number of old people:,"According to the weather report it'll be perfect beach weather,",claim,premise,0.0394
MISSING_TOPIC,a1,a2,I think Fritz has never been in a fight in his life.,We urgently need a midfield replacement for the coming match.,claim,claim,0.0393
MISSING_TOPIC,a1,a3,Anti-virus software protects the users of a computer from dangers from the internet.,"That's why they should be taken off the market,",premise,claim,0.0392
MISSING_TOPIC,a3,a4,in Japan there was one exceeding 3.2km –,even if there are actually designated in-house security forces.,claim,objection,0.0392
MISSING_TOPIC,a1,a3,Freddy and I must be siblings.,"Admittedly they do not generally prevent you from catching a virus,",claim,objection,0.0389
MISSING_TOPIC,a3,a3,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,"and one mustn't let this go to waste,",claim,premise,0.0389
MISSING_TOPIC,a3,a5,but that hardly counts as a proper brawl.,"However, no serious economist has confirmed this prediction to date.",objection,objection,0.0389
MISSING_TOPIC,a4,a4,"Because for one thing, their products will still sell in bad times,","It would be an exception if you only watched quiz shows,",premise,objection,0.0388
MISSING_TOPIC,a2,a3,"According to the weather report it'll be perfect beach weather,","This is why we need more police presence in public transport,",premise,claim,0.0388
MISSING_TOPIC,a5,a4,but you tend to watch Big Brother and X-Diaries.,but that would only make the injury worse in the long run.,objection,objection,0.0387
MISSING_TOPIC,a5,a5,"Besides, I get to use my folks' big, comfy car.","Yesterday, when the bouncer wouldn't let us in, he was suddenly gone.",premise,claim,0.0387
MISSING_TOPIC,a2,a1,"Of course the camera could be better,","Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",objection,premise,0.0387
MISSING_TOPIC,a1,a4,Freddy and I must be siblings.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.0386
MISSING_TOPIC,a4,a4,although he plays very well without training.,and surely you'll want to be speeding a lot with that beauty.,objection,premise,0.0386
MISSING_TOPIC,a1,a5,Today I will delete my Facebook account.,these short-term fluctuations in birth rates don't change the general trend at all.,claim,objection,0.0386
MISSING_TOPIC,a2,a1,"Pricing pressures are just too high,","Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",premise,premise,0.0386
MISSING_TOPIC,a3,a1,in Japan there was one exceeding 3.2km –,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",claim,premise,0.0386
MISSING_TOPIC,a1,a2,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",and traditionally the governing party is generous with popular promises in the run-up to federal elections.,premise,premise,0.0386
MISSING_TOPIC,a4,a1,"Indeed the team ended up third in the league,","Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",objection,premise,0.0385
MISSING_TOPIC,a1,a5,Today I will delete my Facebook account.,Passengers would definitely feel safer then.,claim,premise,0.0385
MISSING_TOPIC,a2,a1,Not only because I'm constantly astonished about who wants to be my friend.,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",premise,premise,0.0385
MISSING_TOPIC,a2,a4,"As a boy he did use to scuffle with the other choirboys,",Voters have become more sceptical.,objection,premise,0.0384
MISSING_TOPIC,a2,a5,Never have there been longer queues at the advance ticket offices –,"and in addition, such a share is not as sensitive as those of other IT companies.",premise,premise,0.0383
MISSING_TOPIC,a1,a4,"Although IBM's numbers haven't been staggering recently,","Besides, Jochen was given a parachute jump the other day as a gift,",objection,premise,0.0383
MISSING_TOPIC,a1,a5,It was clearly a mistake to include Tom in our football team.,but you shouldn't bother hoping for that.,claim,objection,0.0382
MISSING_TOPIC,a5,a3,these short-term fluctuations in birth rates don't change the general trend at all.,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",objection,claim,0.0382
MISSING_TOPIC,a3,a2,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,When he got back from Ralf's party last night he was still stone-cold sober.,claim,premise,0.038
MISSING_TOPIC,a2,a5,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,and it mustn't be that this wannabe-adventurer has one up on me.,premise,premise,0.038
MISSING_TOPIC,a2,a5,We both have the exact same two moles on our left arm,And yet now I'll actually have all the more time for them.,premise,objection,0.0379
MISSING_TOPIC,a3,a5,as it only has mediocre resolution,But even without an ex-girlfriend he would never touch that.,premise,objection,0.0379
MISSING_TOPIC,a4,a2,Ralf does insist that they drank advocaat together.,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,objection,premise,0.0379
MISSING_TOPIC,a1,a4,The current tour of Tokio Hotel is breaking all records.,Voters have become more sceptical.,claim,premise,0.0378
MISSING_TOPIC,a1,a5,I can only recommend the new smartphone XYZ-123 to everyone.,"However, no serious economist has confirmed this prediction to date.",claim,objection,0.0378
MISSING_TOPIC,a3,a4,"Admittedly they do not generally prevent you from catching a virus,",One could worry that our farmers would then run into economic difficulties.,objection,objection,0.0377
MISSING_TOPIC,a4,a2,since they can only react to publicly known threats.,"According to the weather report it'll be perfect beach weather,",premise,premise,0.0377
MISSING_TOPIC,a3,a1,I'm also tired of my data boosting the market value of that corporation.,The prototype of Audi's new sports car has car lovers raving.,premise,claim,0.0377
MISSING_TOPIC,a1,a5,"Although IBM's numbers haven't been staggering recently,",Passengers would definitely feel safer then.,objection,premise,0.0377
MISSING_TOPIC,a1,a3,Freddy and I must be siblings.,in Japan there was one exceeding 3.2km –,claim,claim,0.0376
MISSING_TOPIC,a2,a3,"He's just not a team player, and often goes it alone.",as it only has mediocre resolution,premise,premise,0.0376
MISSING_TOPIC,a3,a1,Thus one of his ex-girlfriends must have been there.,Excessive consumption of meat is unhealthy.,claim,premise,0.0376
MISSING_TOPIC,a4,a4,My parents say this could also be pure coincidence.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",objection,objection,0.0375
MISSING_TOPIC,a5,a1,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.","A bank bailout is very, very costly.",premise,premise,0.0375
MISSING_TOPIC,a2,a3,"and the mood in the stock market could be better on the whole,",Thus one of his ex-girlfriends must have been there.,objection,claim,0.0375
MISSING_TOPIC,a1,a3,I can only recommend the new smartphone XYZ-123 to everyone.,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",claim,claim,0.0375
MISSING_TOPIC,a1,a2,It was clearly a mistake to include Tom in our football team.,"Yes, there is a certain risk to life.",claim,objection,0.0374
MISSING_TOPIC,a1,a3,Today I will delete my Facebook account.,"as the car jack-knifes at higher speeds,",claim,premise,0.0374
MISSING_TOPIC,a2,a3,and traditionally the governing party is generous with popular promises in the run-up to federal elections.,"That's why they should be taken off the market,",premise,claim,0.0374
MISSING_TOPIC,a3,a2,and you only get that with siblings.,"Furthermore, the production of meat is comparably resource-intensive.",premise,premise,0.0373
MISSING_TOPIC,a3,a3,Thus one of his ex-girlfriends must have been there.,But I want to experience this incredible moment of freedom that skydivers report time and again.,claim,premise,0.0373
MISSING_TOPIC,a2,a3,Also the rules of the public transportation services are rarely observed.,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year.",premise,claim,0.0373
MISSING_TOPIC,a3,a2,and his pool of customers is shrinking constantly.,"Of course the camera could be better,",premise,objection,0.0372
MISSING_TOPIC,a4,a1,but that would only make the injury worse in the long run.,The prototype of Audi's new sports car has car lovers raving.,objection,claim,0.0372
MISSING_TOPIC,a2,a4,We both have the exact same two moles on our left arm,since they can only react to publicly known threats.,premise,premise,0.0371
MISSING_TOPIC,a1,a3,Berlin's basketball team has just come out of a sobering season.,"as the car jack-knifes at higher speeds,",claim,premise,0.0371
MISSING_TOPIC,a2,a5,Especially the home games have seen the team stay behind expectations.,But even without an ex-girlfriend he would never touch that.,premise,objection,0.0371
MISSING_TOPIC,a2,a3,"the life expectancy is constantly rising,",but that hardly counts as a proper brawl.,premise,objection,0.0371
MISSING_TOPIC,a5,a2,these short-term fluctuations in birth rates don't change the general trend at all.,"Of course the camera could be better,",objection,objection,0.0371
MISSING_TOPIC,a2,a2,"He's just not a team player, and often goes it alone.","the life expectancy is constantly rising,",premise,premise,0.0369
MISSING_TOPIC,a1,a1,Schweinsteiger has now been injured for three days.,Tomorrow I will skydive for the first time in my life.,premise,claim,0.0369
MISSING_TOPIC,a1,a1,Anti-virus software protects the users of a computer from dangers from the internet.,The prototype of Audi's new sports car has car lovers raving.,premise,claim,0.0368
MISSING_TOPIC,a3,a5,Thus one of his ex-girlfriends must have been there.,"However, no serious economist has confirmed this prediction to date.",claim,objection,0.0368
MISSING_TOPIC,a4,a1,and images in dark surroundings are often snowy.,I think Fritz has never been in a fight in his life.,premise,claim,0.0367
